date,form_type,accession_number,lm_positive,lm_negative,lm_uncertain,lm_litigious,lm_constraining,lm_pos_pct,lm_neg_pct,lm_uncertain_pct,lm_sentiment_score,total_words
2013-07-19,8-K,0001104659-13-055320,1,1,4,1,1,0.3401,0.3401,1.3605,0.0,294
2013-07-25,10-Q,0000021344-13-000039,0,1,0,0,0,0.0,3.8462,0.0,-3.8462,26
2013-10-15,8-K,0000021344-13-000044,0,1,2,2,4,0.0,0.3788,0.7576,-0.3788,264
2013-10-24,8-K,0000021344-13-000052,0,1,2,2,1,0.0,0.3636,0.7273,-0.3636,275
2013-10-24,10-Q,0000021344-13-000050,0,1,0,0,0,0.0,3.8462,0.0,-3.8462,26
2013-11-01,8-K,0001104659-13-080068,0,3,2,2,1,0.0,0.6593,0.4396,-0.6593,455
2013-12-18,8-K,0001104659-13-090952,0,1,1,1,1,0.0,0.5435,0.5435,-0.5435,184
2014-01-24,8-K,0001104659-14-003975,0,2,6,1,2,0.0,0.5013,1.5038,-0.5013,399
2014-02-06,8-K,0001341004-14-000091,2,1,3,2,1,0.8264,0.4132,1.2397,0.4132,242
2014-02-18,8-K,0000021344-14-000005,0,1,2,2,4,0.0,0.3759,0.7519,-0.3759,266
2014-02-19,8-K,0001104659-14-011382,0,2,11,1,2,0.0,0.4619,2.5404,-0.4619,433
2014-02-21,8-K,0001104659-14-012209,1,1,2,1,1,0.4808,0.4808,0.9615,0.0,208
2014-02-27,10-K,0000021344-14-000008,0,1,0,0,0,0.0,2.7778,0.0,-2.7778,36
2014-03-07,8-K,0001104659-14-017583,0,3,2,2,1,0.0,0.7371,0.4914,-0.7371,407
2014-04-15,8-K,0000021344-14-000012,0,1,2,2,4,0.0,0.3846,0.7692,-0.3846,260
2014-04-23,8-K,0001308179-14-000200,0,4,14,1,1,0.0,0.9569,3.3493,-0.9569,418
